Hello,Hello World!
What,I don't really know what you are asking.<br><br>You can try this from my friend Google: <a target='_blank' href='https://www.google.com/search?q=What'>What</a>
What is your name,ChatBot.
How are you?,I am a Python powered ChatBot.
Hello,Hello World!
"Hello!, My name is Sydney. I am Victoria University Chatbot. How can I help you?","There are some things I just don't know about yet.<br><br>You can try this from my friend Google: <a target='_blank' href='https://www.google.com/search?q=Hello!, My name is Sydney. I am Victoria University Chatbot. How can I help you?'>Hello!, My name is Sydney. I am Victoria University Chatbot. How can I help you?</a>"
Hello,Hello World!
Hello,Hello World!
Nothing,I think you hit the wrong key...
Nothing,What did you want to ask?
Nothing,What did you want to ask?
Nothing,One more time?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
What time is it?,The time is now 7:46 PM EST
What is your name,My name is Sydney. How can I help you?
Where are you?,My name is Sydney. I am a Python powered ChatBot.
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
pp,Is there a different way you can ask that?<br><br>You can try this from my friend Google: <a target='_blank' href='https://www.google.com/search?q=pp'>pp</a>
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
ggg,I don't know.<br><br>This is what I found in Google: <a target='_blank' href='https://www.google.com/search?q=ggg'>ggg</a>
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
ggg,I don't have a response for that.<br><br>This is what I found in Google: <a target='_blank' href='https://www.google.com/search?q=ggg'>ggg</a>
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Httt,There are some things I just don't know about yet.<br><br>Here is what I found in Google: <a target='_blank' href='https://www.google.com/search?q=Httt'>Httt</a>
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
hhyytt,I'm not an expert on that.<br><br>Here's what I found on Google: <a target='_blank' href='https://www.google.com/search?q=hhyytt'>hhyytt</a>
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
What day is today,"Today is Friday, 5/14/2021"
What is the weather today,"Today is Friday, 5/14/2021"
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
Hello,Hello! My name is Sydney. I am an AI ChatBot! How can I help you?
